Store|Product|Date|Sales USD|Sales Qty
1006|UPC2-Description-2|Latest Week Ending 2021-11-02|1.32|2
1006|UPC2-Description-2|Latest Week Ending 2021-10-26|0.66|1
1006|UPC2-Description-2|Latest Week Ending 2021-10-19|1.98|3
1006|UPC2-Description-2|Latest Week Ending 2021-10-12|1.32|2
1006|UPC3-Description-3|Latest Week Ending 2021-11-09|7.28|4
1006|UPC3-Description-3|Latest Week Ending 2021-11-02|5.46|3
1006|UPC3-Description-3|Latest Week Ending 2021-10-19|3.64|2
1006|UPC3-Description-3|Latest Week Ending 2021-10-12|7.28|4
1006|UPC4-Description-4|Latest Week Ending 2021-11-02|15.32|4
1006|UPC4-Description-4|Latest Week Ending 2021-10-26|7.66|2
1006|UPC4-Description-4|Latest Week Ending 2021-10-19|3.83|1
1006|UPC4-Description-4|Latest Week Ending 2021-10-12|11.49|3
1006|UPC5-Description-0|Latest Week Ending 2021-11-09|3.1|1
1006|UPC5-Description-0|Latest Week Ending 2021-11-02|12.4|4
1006|UPC5-Description-0|Latest Week Ending 2021-10-26|3.1|1
1006|UPC5-Description-0|Latest Week Ending 2021-10-19|3.1|1
1006|UPC6-Description-1|Latest Week Ending 2021-11-09|8.73|3
1006|UPC6-Description-1|Latest Week Ending 2021-11-02|2.91|1
1006|UPC6-Description-1|Latest Week Ending 2021-10-19|5.82|2
1006|UPC7-Description-2|Latest Week Ending 2021-11-02|15.059999999999999|3
1006|UPC7-Description-2|Latest Week Ending 2021-10-26|5.02|1
1006|UPC7-Description-2|Latest Week Ending 2021-10-19|15.059999999999999|3
1006|UPC7-Description-2|Latest Week Ending 2021-10-12|5.02|1
1006|UPC8-Description-3|Latest Week Ending 2021-11-09|31.24|4
1006|UPC8-Description-3|Latest Week Ending 2021-11-02|23.43|3
1006|UPC8-Description-3|Latest Week Ending 2021-10-26|31.24|4
1006|UPC8-Description-3|Latest Week Ending 2021-10-19|31.24|4
1006|UPC8-Description-3|Latest Week Ending 2021-10-12|7.81|1
1006|UPC9-Description-4|Latest Week Ending 2021-11-09|10.24|4
1006|UPC9-Description-4|Latest Week Ending 2021-11-02|2.56|1
1006|UPC9-Description-4|Latest Week Ending 2021-10-26|2.56|1
1006|UPC9-Description-4|Latest Week Ending 2021-10-19|7.68|3
1006|UPC9-Description-4|Latest Week Ending 2021-10-12|10.24|4
1007|UPC0-Description-0|Latest Week Ending 2021-10-26|0.6|4
1007|UPC0-Description-0|Latest Week Ending 2021-10-19|0.3|2
1007|UPC1-Description-1|Latest Week Ending 2021-11-09|6.32|4
1007|UPC1-Description-1|Latest Week Ending 2021-11-02|4.74|3
1007|UPC1-Description-1|Latest Week Ending 2021-10-26|4.74|3
1007|UPC1-Description-1|Latest Week Ending 2021-10-19|4.74|3
1007|UPC1-Description-1|Latest Week Ending 2021-10-12|1.58|1
1007|UPC2-Description-2|Latest Week Ending 2021-11-09|1.98|3
1007|UPC2-Description-2|Latest Week Ending 2021-11-02|1.32|2
1007|UPC2-Description-2|Latest Week Ending 2021-10-26|0.66|1
1007|UPC2-Description-2|Latest Week Ending 2021-10-19|0.66|1
1007|UPC2-Description-2|Latest Week Ending 2021-10-12|1.98|3
1007|UPC3-Description-3|Latest Week Ending 2021-11-09|3.64|2
1007|UPC3-Description-3|Latest Week Ending 2021-11-02|3.64|2
1007|UPC3-Description-3|Latest Week Ending 2021-10-19|5.46|3
1007|UPC3-Description-3|Latest Week Ending 2021-10-12|5.46|3
1007|UPC4-Description-4|Latest Week Ending 2021-11-09|7.66|2
1007|UPC4-Description-4|Latest Week Ending 2021-11-02|3.83|1
1007|UPC4-Description-4|Latest Week Ending 2021-10-19|7.66|2
1007|UPC4-Description-4|Latest Week Ending 2021-10-12|3.83|1
1007|UPC5-Description-0|Latest Week Ending 2021-11-09|12.4|4
1007|UPC5-Description-0|Latest Week Ending 2021-11-02|9.3|3
1007|UPC5-Description-0|Latest Week Ending 2021-10-26|9.3|3
1007|UPC5-Description-0|Latest Week Ending 2021-10-19|9.3|3
1007|UPC5-Description-0|Latest Week Ending 2021-10-12|6.2|2
1007|UPC6-Description-1|Latest Week Ending 2021-11-09|5.82|2
1007|UPC6-Description-1|Latest Week Ending 2021-10-19|11.64|4
1007|UPC6-Description-1|Latest Week Ending 2021-10-12|2.91|1
1007|UPC7-Description-2|Latest Week Ending 2021-10-26|5.02|1
1007|UPC7-Description-2|Latest Week Ending 2021-10-19|5.02|1
1007|UPC7-Description-2|Latest Week Ending 2021-10-12|10.04|2
1007|UPC8-Description-3|Latest Week Ending 2021-11-09|15.62|2
1007|UPC8-Description-3|Latest Week Ending 2021-10-26|23.43|3
1007|UPC8-Description-3|Latest Week Ending 2021-10-19|7.81|1
1007|UPC8-Description-3|Latest Week Ending 2021-10-12|31.24|4
1007|UPC9-Description-4|Latest Week Ending 2021-11-09|5.12|2
1007|UPC9-Description-4|Latest Week Ending 2021-11-02|7.68|3
1007|UPC9-Description-4|Latest Week Ending 2021-10-26|10.24|4
1007|UPC9-Description-4|Latest Week Ending 2021-10-19|5.12|2
1007|UPC9-Description-4|Latest Week Ending 2021-10-12|2.56|1
1008|UPC0-Description-0|Latest Week Ending 2021-11-09|0.44999999999999996|3
1008|UPC0-Description-0|Latest Week Ending 2021-11-02|0.3|2
1008|UPC0-Description-0|Latest Week Ending 2021-10-26|0.44999999999999996|3
1008|UPC0-Description-0|Latest Week Ending 2021-10-19|0.3|2
1008|UPC1-Description-1|Latest Week Ending 2021-11-02|3.16|2
1008|UPC1-Description-1|Latest Week Ending 2021-10-26|3.16|2
1008|UPC1-Description-1|Latest Week Ending 2021-10-19|6.32|4
1008|UPC1-Description-1|Latest Week Ending 2021-10-12|1.58|1
1008|UPC2-Description-2|Latest Week Ending 2021-11-09|2.64|4
1008|UPC2-Description-2|Latest Week Ending 2021-10-26|1.98|3
1008|UPC2-Description-2|Latest Week Ending 2021-10-19|1.32|2
1008|UPC3-Description-3|Latest Week Ending 2021-11-09|7.28|4
1008|UPC3-Description-3|Latest Week Ending 2021-11-02|1.82|1
1008|UPC3-Description-3|Latest Week Ending 2021-10-26|3.64|2
1008|UPC3-Description-3|Latest Week Ending 2021-10-19|5.46|3
1008|UPC3-Description-3|Latest Week Ending 2021-10-12|7.28|4
1008|UPC4-Description-4|Latest Week Ending 2021-11-02|3.83|1
1008|UPC4-Description-4|Latest Week Ending 2021-10-26|7.66|2
1008|UPC4-Description-4|Latest Week Ending 2021-10-19|11.49|3
1008|UPC4-Description-4|Latest Week Ending 2021-10-12|15.32|4
1008|UPC5-Description-0|Latest Week Ending 2021-11-09|12.4|4
1008|UPC5-Description-0|Latest Week Ending 2021-11-02|3.1|1
1008|UPC5-Description-0|Latest Week Ending 2021-10-19|9.3|3
1008|UPC5-Description-0|Latest Week Ending 2021-10-12|12.4|4
1008|UPC6-Description-1|Latest Week Ending 2021-11-09|11.64|4
1008|UPC6-Description-1|Latest Week Ending 2021-11-02|11.64|4
1008|UPC6-Description-1|Latest Week Ending 2021-10-26|8.73|3
1008|UPC6-Description-1|Latest Week Ending 2021-10-12|5.82|2
1008|UPC7-Description-2|Latest Week Ending 2021-11-09|15.059999999999999|3
1008|UPC7-Description-2|Latest Week Ending 2021-11-02|15.059999999999999|3
1008|UPC7-Description-2|Latest Week Ending 2021-10-19|15.059999999999999|3
1008|UPC7-Description-2|Latest Week Ending 2021-10-12|10.04|2
1008|UPC8-Description-3|Latest Week Ending 2021-11-09|23.43|3
1008|UPC8-Description-3|Latest Week Ending 2021-11-02|15.62|2
1008|UPC8-Description-3|Latest Week Ending 2021-10-19|23.43|3
1008|UPC8-Description-3|Latest Week Ending 2021-10-12|15.62|2
1008|UPC9-Description-4|Latest Week Ending 2021-11-09|10.24|4
1008|UPC9-Description-4|Latest Week Ending 2021-11-02|10.24|4
1008|UPC9-Description-4|Latest Week Ending 2021-10-19|7.68|3
1008|UPC9-Description-4|Latest Week Ending 2021-10-12|2.56|1
1010|UPC0-Description-0|Latest Week Ending 2021-11-02|0.6|4
1010|UPC0-Description-0|Latest Week Ending 2021-10-26|0.3|2
1010|UPC0-Description-0|Latest Week Ending 2021-10-12|0.15|1
1010|UPC1-Description-1|Latest Week Ending 2021-11-02|3.16|2
1010|UPC1-Description-1|Latest Week Ending 2021-10-26|6.32|4
1010|UPC1-Description-1|Latest Week Ending 2021-10-19|6.32|4
1010|UPC1-Description-1|Latest Week Ending 2021-10-12|6.32|4
1010|UPC2-Description-2|Latest Week Ending 2021-11-09|1.32|2
1010|UPC2-Description-2|Latest Week Ending 2021-11-02|0.66|1
1010|UPC2-Description-2|Latest Week Ending 2021-10-26|2.64|4
1010|UPC2-Description-2|Latest Week Ending 2021-10-19|1.98|3
1010|UPC2-Description-2|Latest Week Ending 2021-10-12|2.64|4
1010|UPC3-Description-3|Latest Week Ending 2021-11-09|1.82|1
1010|UPC3-Description-3|Latest Week Ending 2021-11-02|3.64|2
1010|UPC3-Description-3|Latest Week Ending 2021-10-26|1.82|1
1010|UPC3-Description-3|Latest Week Ending 2021-10-19|3.64|2
1010|UPC3-Description-3|Latest Week Ending 2021-10-12|3.64|2
1010|UPC4-Description-4|Latest Week Ending 2021-11-09|3.83|1
1010|UPC4-Description-4|Latest Week Ending 2021-11-02|7.66|2
1010|UPC4-Description-4|Latest Week Ending 2021-10-26|3.83|1
1010|UPC4-Description-4|Latest Week Ending 2021-10-19|15.32|4
1010|UPC4-Description-4|Latest Week Ending 2021-10-12|15.32|4
1010|UPC5-Description-0|Latest Week Ending 2021-11-09|3.1|1
1010|UPC5-Description-0|Latest Week Ending 2021-10-26|12.4|4
1010|UPC5-Description-0|Latest Week Ending 2021-10-19|9.3|3
1010|UPC6-Description-1|Latest Week Ending 2021-11-02|11.64|4
1010|UPC6-Description-1|Latest Week Ending 2021-10-26|5.82|2
1010|UPC6-Description-1|Latest Week Ending 2021-10-19|8.73|3
1010|UPC6-Description-1|Latest Week Ending 2021-10-12|5.82|2
1010|UPC7-Description-2|Latest Week Ending 2021-11-09|20.08|4
1010|UPC7-Description-2|Latest Week Ending 2021-11-02|15.059999999999999|3
1010|UPC7-Description-2|Latest Week Ending 2021-10-26|15.059999999999999|3
1010|UPC7-Description-2|Latest Week Ending 2021-10-19|20.08|4
1010|UPC7-Description-2|Latest Week Ending 2021-10-12|10.04|2
1010|UPC8-Description-3|Latest Week Ending 2021-11-09|23.43|3
1010|UPC8-Description-3|Latest Week Ending 2021-11-02|15.62|2
1010|UPC8-Description-3|Latest Week Ending 2021-10-19|15.62|2
1010|UPC8-Description-3|Latest Week Ending 2021-10-12|7.81|1
1010|UPC9-Description-4|Latest Week Ending 2021-11-09|7.68|3
1010|UPC9-Description-4|Latest Week Ending 2021-11-02|10.24|4
1010|UPC9-Description-4|Latest Week Ending 2021-10-26|5.12|2
1010|UPC9-Description-4|Latest Week Ending 2021-10-19|7.68|3
